city,date,year,month,day,dow,all,tmean,rh,pm10
London,14apr2004,2004,4,14,3,157,10.45,59.025002,51.200001
London,15apr2004,2004,4,15,4,144,10.2375,49.375,53.099998
London,16apr2004,2004,4,16,5,152,13.09375,43.549999,48.5
London,17apr2004,2004,4,17,6,158,10.6875,58.849998,44.200001
London,18apr2004,2004,4,18,0,128,8.1687498,90.675003,20.799999
London,19apr2004,2004,4,19,1,166,8.0749998,71.875,35
London,20apr2004,2004,4,20,2,156,7.90625,59.050003,37.799999
London,21apr2004,2004,4,21,3,143,12.375,81.425003,38
London,22apr2004,2004,4,22,4,133,11.19375,61.799999,37.900002
London,23apr2004,2004,4,23,5,157,12.2375,45.150002,33.200001
London,24apr2004,2004,4,24,6,133,14.7875,47.200001,40.799999
London,25apr2004,2004,4,25,0,147,15.025,55.349998,51.700001
London,26apr2004,2004,4,26,1,143,14.1,47.674999,70.599998
London,27apr2004,2004,4,27,2,150,14.0875,65.675003,68.199997
London,28apr2004,2004,4,28,3,136,12.35,85.300003,42.299999
London,29apr2004,2004,4,29,4,126,8.4187498,88.25,20.9
London,30apr2004,2004,4,30,5,143,10.1125,88.75,37.5
London,01may2004,2004,5,1,6,128,11.14375,88.074997,61.700001
London,02may2004,2004,5,2,0,121,13.01875,64.849998,38.5
London,03may2004,2004,5,3,1,145,11.14375,84.650002,31.9
London,04may2004,2004,5,4,2,131,8.7562504,87.150002,33.400002
London,05may2004,2004,5,5,3,166,9.0874996,70.574997,34.799999
London,06may2004,2004,5,6,4,145,10.825,65.099998,34.299999
London,07may2004,2004,5,7,5,153,11.4625,54.75,27.299999
London,08may2004,2004,5,8,6,133,10.84375,89.550003,24.200001
London,09may2004,2004,5,9,0,153,12.7375,80.675003,29.799999
London,10may2004,2004,5,10,1,140,15.2375,72.349998,39.700001
London,11may2004,2004,5,11,2,152,12.53125,79.075005,39.400002
London,12may2004,2004,5,12,3,143,10.6125,72.699997,27.9
London,13may2004,2004,5,13,4,153,12.29375,52.200001,28
London,14may2004,2004,5,14,5,132,14.5125,54.825001,40.599998
London,15may2004,2004,5,15,6,135,16.331249,56.450001,28.5
London,16may2004,2004,5,16,0,156,17.1875,52.424999,32.299999
London,17may2004,2004,5,17,1,155,16.606251,50.075001,43.799999
London,18may2004,2004,5,18,2,140,17.5375,51.450001,40.200001
London,19may2004,2004,5,19,3,129,17.46875,50.899998,36
London,20may2004,2004,5,20,4,151,17.25625,59.049999,35.799999
London,21may2004,2004,5,21,5,135,12.5,67,24.700001
London,22may2004,2004,5,22,6,132,10.175,43.825001,19.4
London,23may2004,2004,5,23,0,132,11.7375,44.575001,24.6
London,24may2004,2004,5,24,1,145,13.7,42.75,31.9
London,25may2004,2004,5,25,2,143,14.85625,48.025002,35.900002
London,26may2004,2004,5,26,3,138,14.35625,60,35.400002
London,27may2004,2004,5,27,4,138,13.3125,66.974998,36.900002
London,28may2004,2004,5,28,5,153,13.59375,47.75,41.5
London,29may2004,2004,5,29,6,134,16.775,61.224998,46.5
London,30may2004,2004,5,30,0,132,15.40625,59.224998,32.799999
London,31may2004,2004,5,31,1,117,14.6,52.650002,32.099998
London,01jun2004,2004,6,1,2,133,14.21875,89.050003,25.1
London,02jun2004,2004,6,2,3,135,15.55625,67.75,26
London,03jun2004,2004,6,3,4,148,15.2,59.974998,41.5
London,04jun2004,2004,6,4,5,144,18.793751,66.675003,21.700001
London,05jun2004,2004,6,5,6,130,17.49375,66.5,19.4
London,06jun2004,2004,6,6,0,122,18.75,65.050003,36.299999
London,07jun2004,2004,6,7,1,173,20.375,51.450001,45.5
London,08jun2004,2004,6,8,2,159,22.581249,50.75,57.700001
London,09jun2004,2004,6,9,3,135,18.918751,60.075001,48.900002
London,10jun2004,2004,6,10,4,159,18.924999,65.949997,45.599998
London,11jun2004,2004,6,11,5,138,17.081249,48.950001,34.200001
London,12jun2004,2004,6,12,6,127,16.299999,55.200001,19.6
London,13jun2004,2004,6,13,0,152,17.8125,50.724998,15.5
London,14jun2004,2004,6,14,1,138,21.46875,58.625,23.6
London,15jun2004,2004,6,15,2,138,20.762501,50.924999,23.299999
London,16jun2004,2004,6,16,3,131,19.299999,52.299999,25.200001
London,17jun2004,2004,6,17,4,134,17.38125,56.125,24.1
London,18jun2004,2004,6,18,5,135,15.381249,59.174999,17.299999
London,19jun2004,2004,6,19,6,136,12.46875,50.924999,14.7
London,20jun2004,2004,6,20,0,108,11.875,58.474998,25.4
London,21jun2004,2004,6,21,1,145,12.83125,60.675003,38.099998
London,22jun2004,2004,6,22,2,121,14.1125,60.025002,38.400002
London,23jun2004,2004,6,23,3,149,14.85,83.425003,34.700001
London,24jun2004,2004,6,24,4,125,15.1125,47.775002,36.5
London,25jun2004,2004,6,25,5,157,15.23125,49.325001,28.820833
London,26jun2004,2004,6,26,6,132,14.44375,63.099998,35.599998
London,27jun2004,2004,6,27,0,138,18.356251,55.700001,32.200001
London,28jun2004,2004,6,28,1,155,15.21875,52.75,36.900002
London,29jun2004,2004,6,29,2,129,16.893749,55.099998,43.200001
London,30jun2004,2004,6,30,3,146,17.375,60.224998,28.808332
London,01jul2004,2004,7,1,4,122,15.29375,56.599998,29.479166
London,02jul2004,2004,7,2,5,108,15.2875,73.724998,38.5
London,03jul2004,2004,7,3,6,120,15.575,58.474998,33.299999
London,04jul2004,2004,7,4,0,141,14.8875,62.541275,29.1
London,05jul2004,2004,7,5,1,130,15.256249,46.75,19.799999
London,06jul2004,2004,7,6,2,134,16.862499,42.025002,30.1
London,07jul2004,2004,7,7,3,112,16.75,62.775002,27.299999
London,08jul2004,2004,7,8,4,137,15.33125,72.675003,29.299999
London,09jul2004,2004,7,9,5,157,14.681251,60.375,17.6
London,10jul2004,2004,7,10,6,134,14.05,63.244781,27
London,11jul2004,2004,7,11,0,142,14.599999,67.5,15.9
London,12jul2004,2004,7,12,1,149,15.11875,65.400002,19.5
London,13jul2004,2004,7,13,2,140,15.118751,45.025002,26.9
London,14jul2004,2004,7,14,3,149,17.481251,84.324997,40.200001
London,15jul2004,2004,7,15,4,136,19.456249,75.025002,32.599998
London,16jul2004,2004,7,16,5,140,19.799999,75.699997,40.599998
London,17jul2004,2004,7,17,6,133,19.762501,67.125,30.700001
London,18jul2004,2004,7,18,0,132,18.768751,69.974998,30.299999
London,19jul2004,2004,7,19,1,137,16.4125,48.700001,37.400002
London,20jul2004,2004,7,20,2,127,18.143751,65.875,51
London,21jul2004,2004,7,21,3,116,19.38125,69.875,40.599998
London,22jul2004,2004,7,22,4,140,20.581249,62.925003,45.799999
London,23jul2004,2004,7,23,5,146,19.85,51.400002,24.200001
London,24jul2004,2004,7,24,6,137,18.325001,52.150002,28.799999
London,25jul2004,2004,7,25,0,120,17.762501,57.674999,23.1
London,26jul2004,2004,7,26,1,145,18.575001,70.224998,15.7
London,27jul2004,2004,7,27,2,135,18.68125,53.625,24.700001
London,28jul2004,2004,7,28,3,124,20.356251,48.275002,47.099998
London,29jul2004,2004,7,29,4,140,22.075001,40.924999,60.900002
London,30jul2004,2004,7,30,5,154,21.00625,54.349998,36.200001
London,31jul2004,2004,7,31,6,144,21.174999,45.549999,31.6
London,01aug2004,2004,8,1,0,135,21.112501,59.325001,47.299999
London,02aug2004,2004,8,2,1,127,21.5,60.349998,61.200001
London,03aug2004,2004,8,3,2,147,22.88125,74.75,63.599998
London,04aug2004,2004,8,4,3,147,21.831249,54.450001,51.200001
London,05aug2004,2004,8,5,4,139,22.800001,74.349998,58.599998
London,06aug2004,2004,8,6,5,146,21.61875,57.075001,48.700001
London,07aug2004,2004,8,7,6,121,22.46875,42.150002,34.5
London,08aug2004,2004,8,8,0,131,24.21875,49.875,51.799999
London,09aug2004,2004,8,9,1,150,21.731251,78.5,50.700001
London,10aug2004,2004,8,10,2,145,21.71875,72.974998,49.599998
London,11aug2004,2004,8,11,3,130,20.137501,64.650002,41
London,12aug2004,2004,8,12,4,126,20.53125,78.349998,40.700001
London,13aug2004,2004,8,13,5,124,18.731251,74.074997,36.400002
London,14aug2004,2004,8,14,6,127,19.9,64.474998,37.099998
London,15aug2004,2004,8,15,0,110,19.375,73.75,30.5
London,16aug2004,2004,8,16,1,120,18.575001,73.050003,37.599998
London,17aug2004,2004,8,17,2,118,19.09375,64.675003,38
London,18aug2004,2004,8,18,3,133,19.69375,68.550003,38.299999
London,19aug2004,2004,8,19,4,152,18.3375,69.875,39.700001
London,20aug2004,2004,8,20,5,131,17.4625,70.275002,34
London,21aug2004,2004,8,21,6,126,15.45625,54.212231,22.5
London,22aug2004,2004,8,22,0,118,16.956249,56.044071,28.799999
London,23aug2004,2004,8,23,1,115,17.518749,85.006813,35.799999
London,24aug2004,2004,8,24,2,124,18.081249,75.824997,41.099998
London,25aug2004,2004,8,25,3,118,17.05625,69.324997,24
London,26aug2004,2004,8,26,4,124,17.0375,62.299999,26.6
London,27aug2004,2004,8,27,5,143,17.275,88.275002,34.700001
London,28aug2004,2004,8,28,6,129,15.45625,58.299999,31.200001
London,29aug2004,2004,8,29,0,126,15.19375,72.150002,31.200001
London,30aug2004,2004,8,30,1,133,15.743751,57.525002,19.1
London,31aug2004,2004,8,31,2,119,14.7625,64.900002,34
London,01sep2004,2004,9,1,3,145,15.36875,57.900002,48.299999
London,02sep2004,2004,9,2,4,119,18.21875,55.825001,49.700001
London,03sep2004,2004,9,3,5,154,19.24375,53.400002,60.299999
London,04sep2004,2004,9,4,6,152,19.65,60.299999,38.799999
London,05sep2004,2004,9,5,0,144,21.1,50.75,48.900002
London,06sep2004,2004,9,6,1,140,19.71875,62.5,39
London,07sep2004,2004,9,7,2,126,20.09375,67.625,32.400002
London,08sep2004,2004,9,8,3,122,18.125,53.974998,29.4
London,09sep2004,2004,9,9,4,144,19.893749,54.875,54.700001
London,10sep2004,2004,9,10,5,132,17.775,82.875,59.200001
London,11sep2004,2004,9,11,6,133,18.4625,61.049999,32.299999
London,12sep2004,2004,9,12,0,117,14.43125,60.349998,29.9
London,13sep2004,2004,9,13,1,121,16.0375,74.425003,37.700001
London,14sep2004,2004,9,14,2,142,14.73125,67.444847,36.700001
London,15sep2004,2004,9,15,3,129,13.58125,57.275002,28.5
London,16sep2004,2004,9,16,4,146,12.24375,57.875,42.900002
London,17sep2004,2004,9,17,5,135,15.68125,76.449997,39.900002
London,18sep2004,2004,9,18,6,142,17.293751,79.349998,31.299999
London,19sep2004,2004,9,19,0,125,12.8625,67.599998,29.799999
London,20sep2004,2004,9,20,1,129,16.125,68.224998,35.900002
London,21sep2004,2004,9,21,2,122,13.1875,56.825001,34.099998
London,22sep2004,2004,9,22,3,156,14.8875,76.599998,32.299999
London,23sep2004,2004,9,23,4,150,17.025,65.599998,15.6
London,24sep2004,2004,9,24,5,112,11.3875,54.75,15.7
London,25sep2004,2004,9,25,6,120,9.9624996,83.375,35.099998
London,26sep2004,2004,9,26,0,139,14.712501,78.275002,27.700001
London,27sep2004,2004,9,27,1,128,16.475,80.625,33.299999
London,28sep2004,2004,9,28,2,142,16.112499,71.224998,39.200001
London,29sep2004,2004,9,29,3,146,14.54375,80.675003,34.400002
London,30sep2004,2004,9,30,4,135,16.262501,82.050003,49.599998
London,01oct2004,2004,10,1,5,135,12.91875,75.75,48.599998
London,02oct2004,2004,10,2,6,125,13.2625,70.550003,37.799999
London,03oct2004,2004,10,3,0,123,12.625,84.525002,32.599998
London,04oct2004,2004,10,4,1,143,14.093586,67.650002,41.099998
London,05oct2004,2004,10,5,2,146,12.03125,65.375,44.700001
London,06oct2004,2004,10,6,3,143,11.91875,65.525002,37.200001
London,07oct2004,2004,10,7,4,120,11.0625,62,36.400002
London,08oct2004,2004,10,8,5,143,10.975,66.574997,24.200001
London,09oct2004,2004,10,9,6,138,10.91875,60.349998,16.5
London,10oct2004,2004,10,10,0,131,12.18125,60.5,22.4
London,11oct2004,2004,10,11,1,184,11.05,67.599998,41
London,12oct2004,2004,10,12,2,162,12.00625,88.574997,39.200001
London,13oct2004,2004,10,13,3,141,12.45,88.5,46.5
London,14oct2004,2004,10,14,4,132,11.1125,78.550003,35.400002
London,15oct2004,2004,10,15,5,154,8.9750004,87.300003,35.200001
London,16oct2004,2004,10,16,6,141,9.1750002,86.099998,32.200001
London,17oct2004,2004,10,17,0,133,9.1687498,81.175003,23.799999
London,18oct2004,2004,10,18,1,137,10.5,69.724998,41.799999
London,19oct2004,2004,10,19,2,140,9.2687502,82.050003,48.799999
London,20oct2004,2004,10,20,3,152,13.78125,87.274994,38.299999
London,21oct2004,2004,10,21,4,121,11.900001,62.349998,37.299999
London,22oct2004,2004,10,22,5,140,13.36875,71.125,42
London,23oct2004,2004,10,23,6,135,14.925,88.300003,30.799999
London,24oct2004,2004,10,24,0,157,15.13125,78.400002,32.400002
London,25oct2004,2004,10,25,1,126,12.1,65.925003,40.599998
London,26oct2004,2004,10,26,2,143,10.1125,68.724998,49.200001
London,27oct2004,2004,10,27,3,152,9.4750004,79.099998,27.700001
London,28oct2004,2004,10,28,4,157,12.96875,71.849998,39.5
London,29oct2004,2004,10,29,5,137,12.80625,75.074997,39.299999
London,30oct2004,2004,10,30,6,143,13.21875,77.225006,41.599998
London,31oct2004,2004,10,31,0,157,11.3875,80.224998,22.700001
London,01nov2004,2004,11,1,1,143,10.0125,79.349998,23.4
London,02nov2004,2004,11,2,2,135,10.7,88.474998,35.099998
London,03nov2004,2004,11,3,3,156,12.0625,78.275002,49.599998
London,04nov2004,2004,11,4,4,133,10.6875,74.025002,33.900002
London,05nov2004,2004,11,5,5,151,7.8499999,71.724998,56.599998
London,06nov2004,2004,11,6,6,152,9.5375004,86.925003,50.900002
London,07nov2004,2004,11,7,0,151,10.96875,88.599998,34.799999
London,08nov2004,2004,11,8,1,170,10.7,91.574997,18.4
London,09nov2004,2004,11,9,2,154,9.03125,84.699997,42.599998
London,10nov2004,2004,11,10,3,105,7.59375,75.949997,13
London,11nov2004,2004,11,11,4,116,7.5562496,70.025002,25.6
London,12nov2004,2004,11,12,5,146,10.29375,88.575005,34.400002
London,13nov2004,2004,11,13,6,166,4.96875,55.174999,13.8
London,14nov2004,2004,11,14,0,129,4.59375,69.474998,33.299999
London,15nov2004,2004,11,15,1,128,5.9000001,73.349998,42.400002
London,16nov2004,2004,11,16,2,144,10.125,80.525002,47.400002
London,17nov2004,2004,11,17,3,157,11.962501,77.300003,41.700001
London,18nov2004,2004,11,18,4,151,8.5500002,90.949997,38.200001
London,19nov2004,2004,11,19,5,140,3.0749998,71.099998,24.1
London,20nov2004,2004,11,20,6,160,1.9937501,86.800003,39.400002
London,21nov2004,2004,11,21,0,153,6.7937498,93.799995,36.5
London,22nov2004,2004,11,22,1,173,10.68125,72.650002,36.799999
London,23nov2004,2004,11,23,2,151,10.94375,82,36.200001
London,24nov2004,2004,11,24,3,134,10.2625,85.650002,47.5
London,25nov2004,2004,11,25,4,160,9.53125,80.025002,58.599998
London,26nov2004,2004,11,26,5,160,9.6499996,87.050003,44.299999
London,27nov2004,2004,11,27,6,148,8.1062498,74.324997,42.200001
London,28nov2004,2004,11,28,0,149,7.0562501,89.099998,14.9
London,29nov2004,2004,11,29,1,139,6.2937498,78.5,25.6
London,30nov2004,2004,11,30,2,142,5.7437496,74.974998,57
London,01dec2004,2004,12,1,3,150,3.8187499,74.724998,35.5
London,02dec2004,2004,12,2,4,174,4.03125,86.800003,47.700001
London,03dec2004,2004,12,3,5,128,3.825,92.400002,65.099998
London,04dec2004,2004,12,4,6,164,6.3499999,88.525002,59.700001
London,05dec2004,2004,12,5,0,118,8.4187498,87.25,35.799999
London,06dec2004,2004,12,6,1,162,9.3937502,72.324997,50.5
London,07dec2004,2004,12,7,2,167,6.3062501,87.199997,61.200001
London,08dec2004,2004,12,8,3,142,8.0187502,85.625,56.099998
London,09dec2004,2004,12,9,4,146,5.46875,84.849998,58.200001
London,10dec2004,2004,12,10,5,167,4.7687502,78.525002,65.300003
London,11dec2004,2004,12,11,6,160,4.125,85.224998,79.199997
London,12dec2004,2004,12,12,0,156,4.7687502,86.524994,64.400002
London,13dec2004,2004,12,13,1,162,3.0374999,88.5,75.900002
London,14dec2004,2004,12,14,2,175,6,85.925003,62.700001
London,15dec2004,2004,12,15,3,166,9.9750004,83.200005,62.5
London,16dec2004,2004,12,16,4,184,9.4624996,80.900002,48.700001
London,17dec2004,2004,12,17,5,151,6.2687502,84.949997,27
London,18dec2004,2004,12,18,6,180,4.6062498,75.800003,35.299999
London,19dec2004,2004,12,19,0,150,4.0187502,53.525002,17.9
London,20dec2004,2004,12,20,1,163,2.0250001,68.900002,51.099998
London,21dec2004,2004,12,21,2,177,3.23125,91.449997,37
London,22dec2004,2004,12,22,3,193,6.46875,87.775002,34.5
London,23dec2004,2004,12,23,4,172,10.6625,72.574997,38.200001
London,24dec2004,2004,12,24,5,175,8.5625,80.175003,28.6
London,25dec2004,2004,12,25,6,173,3.1125,76.824997,18.4
London,26dec2004,2004,12,26,0,156,.27500001,81.25,17.9
London,27dec2004,2004,12,27,1,162,1.8937501,82.350006,39.099998
London,28dec2004,2004,12,28,2,165,3.75,69.775002,18.299999
London,29dec2004,2004,12,29,3,172,5.7937498,79.175003,26
London,30dec2004,2004,12,30,4,176,9.1750002,72.425003,35
London,31dec2004,2004,12,31,5,177,9.6875,81.775002,23.299999
London,01jan2005,2005,1,1,6,200,8.3874998,82.175003,24.200001
London,02jan2005,2005,1,2,0,158,5.8562498,62.400002,24.1
London,03jan2005,2005,1,3,1,191,7.1500001,80.275002,26.5
London,04jan2005,2005,1,4,2,181,8.6374998,76.050003,27.299999
London,05jan2005,2005,1,5,3,194,5.2750001,79.75,35.900002
London,06jan2005,2005,1,6,4,174,8.0374994,82.900002,42
London,07jan2005,2005,1,7,5,193,11.05625,71.074997,32.599998
London,08jan2005,2005,1,8,6,174,8.7624998,56.799999,30.200001
London,09jan2005,2005,1,9,0,196,9.2312498,79.224998,27.1
London,10jan2005,2005,1,10,1,161,10.23125,87.224998,34.200001
London,11jan2005,2005,1,11,2,177,9.7062502,89.175003,36.700001
London,12jan2005,2005,1,12,3,174,7.8499999,63.974998,41.700001
London,13jan2005,2005,1,13,4,163,5.7437501,71.5,53.200001
London,14jan2005,2005,1,14,5,195,4.8874998,70.925003,50.299999
London,15jan2005,2005,1,15,6,167,6.96875,79.775002,41.299999
London,16jan2005,2005,1,16,0,159,7.6687498,82.050003,45.299999
London,17jan2005,2005,1,17,1,163,7.4875002,82.275002,33
London,18jan2005,2005,1,18,2,169,4.8624997,74.300003,24.700001
London,19jan2005,2005,1,19,3,161,6.8874998,72.550003,32.299999
London,20jan2005,2005,1,20,4,159,10.05625,76.449997,33
London,21jan2005,2005,1,21,5,165,7.6437497,59.674999,24
London,22jan2005,2005,1,22,6,143,2.9937501,72.5,30.9
London,23jan2005,2005,1,23,0,146,3.2750001,64.974998,15.9
London,24jan2005,2005,1,24,1,171,3.175,76.800003,17.6
London,25jan2005,2005,1,25,2,170,3.5687499,72.599998,18.700001
London,26jan2005,2005,1,26,3,187,2.325,59.224998,23.200001
London,27jan2005,2005,1,27,4,162,4.1812501,84.300003,21.4
London,28jan2005,2005,1,28,5,169,6.0999999,83.150002,12.4
London,29jan2005,2005,1,29,6,162,5.6125002,84.675003,12.8
London,30jan2005,2005,1,30,0,154,6.8499999,77.574997,21.4
London,31jan2005,2005,1,31,1,174,6.0374999,81.074997,25.700001
London,01feb2005,2005,2,1,2,166,7.84375,84.050003,18.700001
London,02feb2005,2005,2,2,3,152,7.2062502,70.574997,21.6
London,03feb2005,2005,2,3,4,181,6.7312498,87.050003,48.299999
London,04feb2005,2005,2,4,5,175,8.1000004,78.074997,58.599998
London,05feb2005,2005,2,5,6,167,6.28125,76.224998,51.200001
London,06feb2005,2005,2,6,0,162,7.0562501,79.824997,42.599998
London,07feb2005,2005,2,7,1,152,5.0374999,80.574997,75.199997
London,08feb2005,2005,2,8,2,171,5.6624999,83.925003,91
London,09feb2005,2005,2,9,3,151,7,78.324997,56
London,10feb2005,2005,2,10,4,152,9.625,85.025002,36.5
London,11feb2005,2005,2,11,5,185,8.6062498,94.050003,42.700001
London,12feb2005,2005,2,12,6,170,9.875,69.400002,14.4
London,13feb2005,2005,2,13,0,160,4.8375001,63.125,9.8000002
London,14feb2005,2005,2,14,1,179,4.3375001,53.299999,12
London,15feb2005,2005,2,15,2,154,4.0500002,63.744934,18.4
London,16feb2005,2005,2,16,3,156,3.1812501,62.875,23.299999
London,17feb2005,2005,2,17,4,172,2.7625,80.375,63.799999
London,18feb2005,2005,2,18,5,170,6.2687502,83.824997,40.700001
London,19feb2005,2005,2,19,6,184,4.21875,52.800003,17.299999
London,20feb2005,2005,2,20,0,166,1.78125,73.675003,11.2
London,21feb2005,2005,2,21,1,170,3.33125,72.800003,17.200001
London,22feb2005,2005,2,22,2,170,1.94375,71.550003,24.5
London,23feb2005,2005,2,23,3,167,1.175,81.175003,19
London,24feb2005,2005,2,24,4,164,1.5,90,18.200001
London,25feb2005,2005,2,25,5,176,1.1125,80.300003,47.099998
London,26feb2005,2005,2,26,6,175,2.35625,87.650002,20.6
London,27feb2005,2005,2,27,0,145,1.15,76.599998,19.9
London,28feb2005,2005,2,28,1,193,-.60000002,69.349998,54.099998
London,01mar2005,2005,3,1,2,182,2.6500001,87.150002,43.099998
London,02mar2005,2005,3,2,3,172,2.1125,84.300003,22.799999
London,03mar2005,2005,3,3,4,173,1.31875,65.5,21.1
London,04mar2005,2005,3,4,5,195,1.34375,84.739288,42.599998
London,05mar2005,2005,3,5,6,194,3.04375,63.450001,21.299999
London,06mar2005,2005,3,6,0,164,1.2625,66.425003,29
London,07mar2005,2005,3,7,1,178,3.0875001,75.099998,36
London,08mar2005,2005,3,8,2,189,5.6374998,68.699997,28
London,09mar2005,2005,3,9,3,182,6.1812501,69.050003,28.9
London,10mar2005,2005,3,10,4,160,6.5250001,73.849998,61.200001
London,11mar2005,2005,3,11,5,181,6.6750002,60.625,37.200001
London,12mar2005,2005,3,12,6,147,5.3187499,53.900002,22.4
London,13mar2005,2005,3,13,0,152,3.0687499,62.400002,28.6
London,14mar2005,2005,3,14,1,183,5.2249999,61.825001,55.799999
London,15mar2005,2005,3,15,2,174,8.1999998,78.724998,58.5
London,16mar2005,2005,3,16,3,166,13.95625,67.400002,37.099998
London,17mar2005,2005,3,17,4,187,14.75,66.650002,48.5
London,18mar2005,2005,3,18,5,163,14.15,62.924999,48.5
London,19mar2005,2005,3,19,6,174,13.656979,67.244743,59.700001
London,20mar2005,2005,3,20,0,143,11.1375,82.899994,63.099998
London,21mar2005,2005,3,21,1,177,10.8,67.824997,68.400002
London,22mar2005,2005,3,22,2,162,12.55625,81.175003,64.599998
London,23mar2005,2005,3,23,3,146,12.65625,66.875,53.099998
London,24mar2005,2005,3,24,4,170,12.9625,74.224998,65
London,25mar2005,2005,3,25,5,160,12.05,67.400002,38.400002
London,26mar2005,2005,3,26,6,201,10.618751,65.224998,42.099998
London,27mar2005,2005,3,27,0,146,8.8687496,82.650002,33.099998
London,28mar2005,2005,3,28,1,164,10.01875,68.349998,56.900002
London,29mar2005,2005,3,29,2,161,7.9937501,92.275002,67.400002
London,30mar2005,2005,3,30,3,141,8.9937496,93.175003,59.900002
London,31mar2005,2005,3,31,4,152,9.4750004,89.474998,53.799999
London,01apr2005,2005,4,1,5,140,12.04375,68.824997,73.599998
London,02apr2005,2005,4,2,6,131,13.13125,41.974998,84.099998
London,03apr2005,2005,4,3,0,165,13.15625,55.224998,55.5
London,04apr2005,2005,4,4,1,143,10.6,80.224998,42.599998
London,05apr2005,2005,4,5,2,141,8.2250004,57.775002,42
London,06apr2005,2005,4,6,3,164,10.475,74.775002,37.5
London,07apr2005,2005,4,7,4,154,9.6437502,67.099998,33.099998
London,08apr2005,2005,4,8,5,126,5.3812499,67.150002,14.7
London,09apr2005,2005,4,9,6,138,4.6937499,51.599998,17.6
London,10apr2005,2005,4,10,0,153,10.85625,56.849998,21.6
London,11apr2005,2005,4,11,1,189,11.1875,54.525002,37.700001
London,12apr2005,2005,4,12,2,156,9.8687496,71.800003,44.400002
London,13apr2005,2005,4,13,3,150,9.7624998,76.25,45.700001
London,14apr2005,2005,4,14,4,126,9.1937504,74.824997,40.400002
London,15apr2005,2005,4,15,5,134,6.6500001,85.225006,37.599998
London,16apr2005,2005,4,16,6,161,6.25,69.599998,27.200001
London,17apr2005,2005,4,17,0,144,8.2375002,48.025002,29.200001
London,18apr2005,2005,4,18,1,152,11.33125,57.474998,36.799999
London,19apr2005,2005,4,19,2,134,9.0249996,64.25,34.400002
London,20apr2005,2005,4,20,3,134,7.9625001,67.224998,25.299999
London,21apr2005,2005,4,21,4,139,10.48125,50.549999,45.799999
London,22apr2005,2005,4,22,5,138,10.94375,42.924999,67.300003
London,23apr2005,2005,4,23,6,150,11.2375,66.75,65.5
London,24apr2005,2005,4,24,0,140,10.75625,64.25,54.700001
London,25apr2005,2005,4,25,1,149,10.5375,87.699997,55.299999
London,26apr2005,2005,4,26,2,145,11.2625,70.25,51.400002
London,27apr2005,2005,4,27,3,164,10.71875,70.125,41.799999
London,28apr2005,2005,4,28,4,141,11.65625,69.275002,41.799999
London,29apr2005,2005,4,29,5,152,14.3875,62.075001,43.5
London,30apr2005,2005,4,30,6,167,17.112499,75.275002,38
London,01may2005,2005,5,1,0,163,18.8125,57.025002,47.299999
London,02may2005,2005,5,2,1,137,17.025,66.050003,35.200001
London,03may2005,2005,5,3,2,145,14.45,63.375,44.400002
London,04may2005,2005,5,4,3,142,10.8,80.574997,23.9
London,05may2005,2005,5,5,4,148,10.6125,63.825001,36.299999
London,06may2005,2005,5,6,5,147,13.375,45.125,28.299999
London,07may2005,2005,5,7,6,136,11.95625,49.525002,19.4
London,08may2005,2005,5,8,0,133,9.8874998,44.349998,15.2
London,09may2005,2005,5,9,1,134,8.4499998,55.849998,18.1
London,10may2005,2005,5,10,2,135,7.8624997,61.825001,20.799999
London,11may2005,2005,5,11,3,144,7.4375,51.849998,26.9
London,12may2005,2005,5,12,4,166,8.8374996,49.244926,34.799999
London,13may2005,2005,5,13,5,120,11.3375,53.625,28.200001
London,14may2005,2005,5,14,6,143,10.4125,55.075001,23.1
London,15may2005,2005,5,15,0,155,10.54375,45.950001,29.1
London,16may2005,2005,5,16,1,155,11.39375,68.349998,25.299999
London,17may2005,2005,5,17,2,123,8.3125,44.625,22.200001
London,18may2005,2005,5,18,3,123,10,47.025002,46.700001
London,19may2005,2005,5,19,4,139,11.9125,84.650002,56.5
London,20may2005,2005,5,20,5,121,15.1875,73.775002,52.799999
London,21may2005,2005,5,21,6,153,12.29375,72.875,34.799999
London,22may2005,2005,5,22,0,129,12.86875,59.449997,26.4
London,23may2005,2005,5,23,1,128,12.075,49,38.700001
London,24may2005,2005,5,24,2,169,13.725,82.025002,40.599998
London,25may2005,2005,5,25,3,145,16.168751,70.300003,41.700001
London,26may2005,2005,5,26,4,152,19.35,56.574997,47.099998
London,27may2005,2005,5,27,5,156,21.643749,45.025002,49.099998
London,28may2005,2005,5,28,6,146,17.643749,56.299999,39
London,29may2005,2005,5,29,0,146,13.075,56.799999,28.5
London,30may2005,2005,5,30,1,104,14.3875,50.525002,28.200001
London,31may2005,2005,5,31,2,139,13.91875,50.700001,34.700001
London,01jun2005,2005,6,1,3,135,13.2,72.650002,48
London,02jun2005,2005,6,2,4,127,15.81875,78.449997,40.099998
London,03jun2005,2005,6,3,5,131,16.799999,64.150002,36.900002
London,04jun2005,2005,6,4,6,130,15.13125,56,27.299999
London,05jun2005,2005,6,5,0,115,15.16875,61.524998,27.200001
London,06jun2005,2005,6,6,1,126,13.64375,69.724998,18.6
London,07jun2005,2005,6,7,2,103,11.41875,46.75,26.9
