city,date,year,month,day,dow,all,allage1,allage2,tmean,rh,pm10
Valencia,15dec2003,2003,12,15,1,17,2,15,13.4,67.099998,31.1
Valencia,16dec2003,2003,12,16,2,25,7,18,10,75.400002,28.200001
Valencia,17dec2003,2003,12,17,3,15,4,11,11.7,76.099998,35.099998
Valencia,18dec2003,2003,12,18,4,23,6,17,12,77.099998,33.400002
Valencia,19dec2003,2003,12,19,5,17,0,17,13.3,61.799999,30.1
Valencia,20dec2003,2003,12,20,6,17,6,11,11.5,70.5,30.1
Valencia,21dec2003,2003,12,21,0,20,1,19,13.4,65.699997,31.200001
Valencia,22dec2003,2003,12,22,1,35,3,32,11,45.700001,81.599998
Valencia,23dec2003,2003,12,23,2,22,2,20,8.1999998,39.700001,16.700001
Valencia,24dec2003,2003,12,24,3,17,2,15,10.3,58,25.1
Valencia,25dec2003,2003,12,25,4,17,2,15,8.8000002,72.300003,19.9
Valencia,26dec2003,2003,12,26,5,20,3,17,7.6999998,72.300003,25.299999
Valencia,27dec2003,2003,12,27,6,24,5,19,10.5,58.299999,26
Valencia,28dec2003,2003,12,28,0,19,2,17,13.2,47.400002,39.099998
Valencia,29dec2003,2003,12,29,1,19,5,14,10.1,43.5,21.799999
Valencia,30dec2003,2003,12,30,2,22,2,20,13.5,46.900002,21.200001
Valencia,31dec2003,2003,12,31,3,24,4,20,12.6,46.299999,32.799999
Valencia,01jan2004,2004,1,1,4,24,3,21,10.4,45.400002,21.5
Valencia,02jan2004,2004,1,2,5,28,5,23,13.5,41.599998,32.900002
Valencia,03jan2004,2004,1,3,6,18,3,15,11.4,41,22.4
Valencia,04jan2004,2004,1,4,0,25,7,18,8.1999998,66.599998,23.799999
Valencia,05jan2004,2004,1,5,1,25,7,18,8.6000004,68.599998,25.799999
Valencia,06jan2004,2004,1,6,2,22,4,18,8,71.900002,20.9
Valencia,07jan2004,2004,1,7,3,19,4,15,8.6999998,71.099998,28.6
Valencia,08jan2004,2004,1,8,4,17,3,14,11.2,64.300003,40.5
Valencia,09jan2004,2004,1,9,5,19,2,17,18.1,53,23.200001
Valencia,10jan2004,2004,1,10,6,22,2,20,18.1,57,18.5
Valencia,11jan2004,2004,1,11,0,17,3,14,13.5,66.900002,18.1
Valencia,12jan2004,2004,1,12,1,22,3,19,14.3,66.099998,21.4
Valencia,13jan2004,2004,1,13,2,21,2,19,17,49.200001,31.299999
Valencia,14jan2004,2004,1,14,3,16,2,14,15.5,53.5,30.1
Valencia,15jan2004,2004,1,15,4,17,3,14,12.9,57.700001,26.6
Valencia,16jan2004,2004,1,16,5,21,3,18,13.4,61.799999,28.1
Valencia,17jan2004,2004,1,17,6,27,4,23,13,57,23.9
Valencia,18jan2004,2004,1,18,0,15,4,11,10.1,46,26.438461
Valencia,19jan2004,2004,1,19,1,19,5,14,8.1999998,45.299999,35.900002
Valencia,20jan2004,2004,1,20,2,21,4,17,9.1999998,45.799999,31.200001
Valencia,21jan2004,2004,1,21,3,18,6,12,11.6,53.5,25.299999
Valencia,22jan2004,2004,1,22,4,19,5,14,10.5,65.300003,23.799999
Valencia,23jan2004,2004,1,23,5,14,3,11,13.9,55.200001,31.6
Valencia,24jan2004,2004,1,24,6,17,5,12,16.200001,65.800003,23.4
Valencia,25jan2004,2004,1,25,0,19,1,18,12.8,65,19.4
Valencia,26jan2004,2004,1,26,1,12,2,10,14.4,67.900002,29.799999
Valencia,27jan2004,2004,1,27,2,21,1,20,17.700001,52.099998,34.099998
Valencia,28jan2004,2004,1,28,3,20,2,18,12.3,43.200001,16.1
Valencia,29jan2004,2004,1,29,4,15,2,13,9.1999998,50.099998,24.700001
Valencia,30jan2004,2004,1,30,5,12,1,11,8.6999998,66.400002,26.5
Valencia,31jan2004,2004,1,31,6,15,2,13,13.1,72.199997,28.6
Valencia,01feb2004,2004,2,1,0,12,2,10,14.8,71.400002,29
Valencia,02feb2004,2004,2,2,1,13,3,10,11.9,79,26.799999
Valencia,03feb2004,2004,2,3,2,21,3,18,11.7,79.800003,35.799999
Valencia,04feb2004,2004,2,4,3,25,3,22,12.2,79.599998,37.900002
Valencia,05feb2004,2004,2,5,4,21,2,19,11.8,80.900002,38
Valencia,06feb2004,2004,2,6,5,19,2,17,10.6,80.099998,37.400002
Valencia,07feb2004,2004,2,7,6,11,2,9,10.4,81.5,39
Valencia,08feb2004,2004,2,8,0,13,1,12,11.5,77.699997,41.799999
Valencia,09feb2004,2004,2,9,1,19,4,15,11.9,80.900002,27.1
Valencia,10feb2004,2004,2,10,2,13,5,8,10.1,73.599998,32.5
Valencia,11feb2004,2004,2,11,3,13,3,10,10.1,63.099998,30.226923
Valencia,12feb2004,2004,2,12,4,13,1,12,10.8,52.200001,37.200001
Valencia,13feb2004,2004,2,13,5,16,1,15,9.1999998,71.800003,33.599998
Valencia,14feb2004,2004,2,14,6,17,4,13,9.8999996,73.800003,30.799999
Valencia,15feb2004,2004,2,15,0,24,4,20,10.1,73.099998,33.700001
Valencia,16feb2004,2004,2,16,1,11,3,8,10,70.599998,35.900002
Valencia,17feb2004,2004,2,17,2,17,4,13,9.8999996,59.700001,27.4
Valencia,18feb2004,2004,2,18,3,21,6,15,7,69.400002,31.700001
Valencia,19feb2004,2004,2,19,4,12,2,10,9.8999996,58.099998,29
Valencia,20feb2004,2004,2,20,5,19,2,17,8,82.699997,16.1
Valencia,21feb2004,2004,2,21,6,18,2,16,10.3,89.599998,20.799999
Valencia,22feb2004,2004,2,22,0,17,0,17,11.3,53.200001,16.799999
Valencia,23feb2004,2004,2,23,1,14,1,13,12.1,51.700001,21.299999
Valencia,24feb2004,2004,2,24,2,17,4,13,7.3000002,77.599998,26.5
Valencia,25feb2004,2004,2,25,3,20,4,16,9.6999998,84.300003,21.299999
Valencia,26feb2004,2004,2,26,4,18,6,12,9.1000004,80.300003,19.4
Valencia,27feb2004,2004,2,27,5,15,3,12,6.9000001,56.900002,26.9
Valencia,28feb2004,2004,2,28,6,18,5,13,8.6000004,40.799999,17.6
Valencia,29feb2004,2004,2,29,0,9,3,6,8.8000002,46.700001,12.1
Valencia,01mar2004,2004,3,1,1,17,2,15,5.9000001,45.5,18.1
Valencia,02mar2004,2004,3,2,2,20,2,18,4.9000001,44,31.799999
Valencia,03mar2004,2004,3,3,3,30,10,20,6.1999998,57.099998,38.299999
Valencia,04mar2004,2004,3,4,4,14,4,10,11.7,54.599998,42.099998
Valencia,05mar2004,2004,3,5,5,27,5,22,16.200001,47,37.5
Valencia,06mar2004,2004,3,6,6,16,4,12,17.700001,47.900002,35.400002
Valencia,07mar2004,2004,3,7,0,12,1,11,12.3,55.400002,22.799999
Valencia,08mar2004,2004,3,8,1,17,4,13,10.2,66.699997,29.299999
Valencia,09mar2004,2004,3,9,2,15,2,13,11.3,71.300003,32.599998
Valencia,10mar2004,2004,3,10,3,14,3,11,11.5,82.400002,39.700001
Valencia,11mar2004,2004,3,11,4,18,1,17,13.5,69.199997,42.900002
Valencia,12mar2004,2004,3,12,5,13,2,11,12.9,79.900002,39.599998
Valencia,13mar2004,2004,3,13,6,19,1,18,13.5,79.599998,37.900002
Valencia,14mar2004,2004,3,14,0,23,4,19,12,77.199997,25.700001
Valencia,15mar2004,2004,3,15,1,17,6,11,11.6,79.300003,33
Valencia,16mar2004,2004,3,16,2,15,3,12,11.8,83.699997,31.9
Valencia,17mar2004,2004,3,17,3,15,2,13,12.7,81.5,40.099998
Valencia,18mar2004,2004,3,18,4,14,2,12,13.9,78.599998,39.5
Valencia,19mar2004,2004,3,19,5,14,4,10,14,71.900002,49.299999
Valencia,20mar2004,2004,3,20,6,22,2,20,14.2,71.699997,57
Valencia,21mar2004,2004,3,21,0,15,3,12,14.2,71,40.599998
Valencia,22mar2004,2004,3,22,1,27,4,23,15,56.099998,39.200001
Valencia,23mar2004,2004,3,23,2,14,0,14,13,36.299999,22.700001
Valencia,24mar2004,2004,3,24,3,13,3,10,10.9,56.799999,29.1
Valencia,25mar2004,2004,3,25,4,18,2,16,9.8000002,62.299999,24.5
Valencia,26mar2004,2004,3,26,5,17,2,15,7.8000002,82.699997,21.9
Valencia,27mar2004,2004,3,27,6,14,4,10,6.3000002,89.300003,23.200001
Valencia,28mar2004,2004,3,28,0,18,3,15,7.9000001,89.5,29.786957
Valencia,29mar2004,2004,3,29,1,21,2,19,11.5,89,29.069565
Valencia,30mar2004,2004,3,30,2,18,3,15,11.7,72.599998,28.508696
Valencia,31mar2004,2004,3,31,3,23,6,17,15.1,52.5,27.913044
Valencia,01apr2004,2004,4,1,4,26,4,22,13.4,62.299999,28.700001
Valencia,02apr2004,2004,4,2,5,23,2,21,14.9,53.099998,24.1
Valencia,03apr2004,2004,4,3,6,21,7,14,14,54.200001,18.4
Valencia,04apr2004,2004,4,4,0,22,4,18,13.9,66.300003,19.1
Valencia,05apr2004,2004,4,5,1,21,3,18,15.5,64.800003,31.700001
Valencia,06apr2004,2004,4,6,2,13,4,9,15.3,63.700001,34.799999
Valencia,07apr2004,2004,4,7,3,11,0,11,13.2,70.199997,33.299999
Valencia,08apr2004,2004,4,8,4,22,4,18,12.3,77.099998,17.9
Valencia,09apr2004,2004,4,9,5,15,2,13,10.4,71.199997,12.8
Valencia,10apr2004,2004,4,10,6,18,3,15,8.8000002,73.199997,12.3
Valencia,11apr2004,2004,4,11,0,16,5,11,10.5,56,16.5
Valencia,12apr2004,2004,4,12,1,14,1,13,11.9,58.799999,19
Valencia,13apr2004,2004,4,13,2,26,2,24,12.2,51.700001,26.4
Valencia,14apr2004,2004,4,14,3,23,5,18,11.6,61,26.9
Valencia,15apr2004,2004,4,15,4,23,4,19,12.1,73.800003,41.299999
Valencia,16apr2004,2004,4,16,5,17,4,13,13,81.5,22.299999
Valencia,17apr2004,2004,4,17,6,20,4,16,16,54.200001,23.799999
Valencia,18apr2004,2004,4,18,0,15,2,13,15.1,51.599998,23.6
Valencia,19apr2004,2004,4,19,1,16,2,14,15.6,43.400002,16.4
Valencia,20apr2004,2004,4,20,2,15,3,12,19.1,45.299999,22.6
Valencia,21apr2004,2004,4,21,3,15,2,13,17.299999,64.099998,28.200001
Valencia,22apr2004,2004,4,22,4,12,0,12,16.5,55.299999,34.5
Valencia,23apr2004,2004,4,23,5,16,4,12,17.700001,44.700001,20.799999
Valencia,24apr2004,2004,4,24,6,10,1,9,16.700001,57.799999,27.5
Valencia,25apr2004,2004,4,25,0,14,3,11,17.200001,60.400002,21.6
Valencia,26apr2004,2004,4,26,1,26,4,22,15.8,66.900002,30.200001
Valencia,27apr2004,2004,4,27,2,16,3,13,16.200001,59.700001,29.5
Valencia,28apr2004,2004,4,28,3,17,3,14,14.9,72.300003,23.799999
Valencia,29apr2004,2004,4,29,4,23,0,23,15.8,70.5,31
Valencia,30apr2004,2004,4,30,5,13,2,11,17.200001,47.599998,30
Valencia,01may2004,2004,5,1,6,16,2,14,14.4,58.799999,20.799999
Valencia,02may2004,2004,5,2,0,18,2,16,14.1,74,19
Valencia,03may2004,2004,5,3,1,11,1,10,12.3,87.800003,24.732
Valencia,04may2004,2004,5,4,2,15,2,13,15.9,66.199997,23.299999
Valencia,05may2004,2004,5,5,3,15,3,12,18.299999,46.299999,26.9
Valencia,06may2004,2004,5,6,4,15,5,10,17.4,42.599998,22.9
Valencia,07may2004,2004,5,7,5,12,2,10,16,55.5,26.6
Valencia,08may2004,2004,5,8,6,10,2,8,14.4,55.299999,21
Valencia,09may2004,2004,5,9,0,10,5,5,17,51.900002,18.9
Valencia,10may2004,2004,5,10,1,14,3,11,16.9,66.199997,22.200001
Valencia,11may2004,2004,5,11,2,14,2,12,13.3,87.300003,25.275
Valencia,12may2004,2004,5,12,3,18,1,17,15.9,70.900002,22
Valencia,13may2004,2004,5,13,4,17,2,15,17.5,64.900002,21.700001
Valencia,14may2004,2004,5,14,5,23,2,21,15.8,65.199997,27.700001
Valencia,15may2004,2004,5,15,6,13,3,10,17,67.5,23.200001
Valencia,16may2004,2004,5,16,0,10,3,7,17.9,60.200001,22.4
Valencia,17may2004,2004,5,17,1,18,6,12,18.5,59.799999,32.200001
Valencia,18may2004,2004,5,18,2,18,5,13,17.9,62.900002,26.5
Valencia,19may2004,2004,5,19,3,14,1,13,19.6,54.200001,29.5
Valencia,20may2004,2004,5,20,4,18,2,16,19,54.299999,29.1
Valencia,21may2004,2004,5,21,5,15,2,13,18,59.799999,30
Valencia,22may2004,2004,5,22,6,16,4,12,18,75,27.299999
Valencia,23may2004,2004,5,23,0,16,3,13,18,73.900002,28.258333
Valencia,24may2004,2004,5,24,1,18,4,14,18.799999,69.199997,28.6
Valencia,25may2004,2004,5,25,2,13,2,11,17.9,73.199997,23.700001
Valencia,26may2004,2004,5,26,3,16,2,14,18.5,75,29.5
Valencia,27may2004,2004,5,27,4,15,2,13,19.299999,74.199997,29.5
Valencia,28may2004,2004,5,28,5,12,3,9,21.6,66.099998,33.400002
Valencia,29may2004,2004,5,29,6,16,6,10,22.6,64.699997,35.700001
Valencia,30may2004,2004,5,30,0,13,2,11,21.200001,73.599998,28.5
Valencia,31may2004,2004,5,31,1,17,4,13,22,72.199997,31.4
Valencia,01jun2004,2004,6,1,2,13,4,9,23.299999,63.200001,28.299999
Valencia,02jun2004,2004,6,2,3,16,3,13,23,65.5,29.6
Valencia,03jun2004,2004,6,3,4,24,7,17,22.5,66.300003,32
Valencia,04jun2004,2004,6,4,5,19,7,12,22.9,65.199997,34.200001
Valencia,05jun2004,2004,6,5,6,24,2,22,23,61.200001,29.463636
Valencia,06jun2004,2004,6,6,0,14,2,12,22.1,71.300003,28.1
Valencia,07jun2004,2004,6,7,1,17,2,15,21.9,72.900002,30.1
Valencia,08jun2004,2004,6,8,2,11,2,9,22.4,72.199997,28.799999
Valencia,09jun2004,2004,6,9,3,21,5,16,23,69,26.9
Valencia,10jun2004,2004,6,10,4,8,0,8,23.4,56.700001,29.552174
Valencia,11jun2004,2004,6,11,5,16,5,11,22.700001,57.5,29.756521
Valencia,12jun2004,2004,6,12,6,18,2,16,23.5,54.099998,22.299999
Valencia,13jun2004,2004,6,13,0,13,1,12,23.200001,58.700001,21.6
Valencia,14jun2004,2004,6,14,1,13,1,12,20.799999,70.400002,29.095455
Valencia,15jun2004,2004,6,15,2,13,3,10,19.9,62.299999,22.1
Valencia,16jun2004,2004,6,16,3,18,4,14,22.1,59.099998,31.299999
Valencia,17jun2004,2004,6,17,4,11,1,10,25.5,50,34.799999
Valencia,18jun2004,2004,6,18,5,12,3,9,26.799999,49.400002,37.799999
Valencia,19jun2004,2004,6,19,6,16,2,14,26.1,55.900002,28.4
Valencia,20jun2004,2004,6,20,0,16,5,11,22.700001,66,18.200001
Valencia,21jun2004,2004,6,21,1,16,3,13,23.799999,68.5,27.299999
Valencia,22jun2004,2004,6,22,2,8,5,3,23.6,75.599998,34.799999
Valencia,23jun2004,2004,6,23,3,18,1,17,27.6,54.599998,34.099998
Valencia,24jun2004,2004,6,24,4,18,3,15,24.799999,68.900002,38.099998
Valencia,25jun2004,2004,6,25,5,14,2,12,24.6,72.300003,29.1
Valencia,26jun2004,2004,6,26,6,19,2,17,25.4,67.5,30.632
Valencia,27jun2004,2004,6,27,0,17,3,14,26.799999,56.099998,22.200001
Valencia,28jun2004,2004,6,28,1,22,1,21,26.799999,58.599998,29.9
Valencia,29jun2004,2004,6,29,2,13,5,8,27.4,60.700001,26.1
Valencia,30jun2004,2004,6,30,3,9,3,6,26.299999,64.300003,32.200001
Valencia,01jul2004,2004,7,1,4,18,0,18,26.299999,70.300003,30
Valencia,02jul2004,2004,7,2,5,18,2,16,25.700001,69.400002,36.099998
Valencia,03jul2004,2004,7,3,6,9,1,8,25.799999,66.5,31.700001
Valencia,04jul2004,2004,7,4,0,13,3,10,25.299999,64.800003,28.1
Valencia,05jul2004,2004,7,5,1,19,0,19,25.1,67.5,29.6
Valencia,06jul2004,2004,7,6,2,17,1,16,24.9,70.900002,40.200001
Valencia,07jul2004,2004,7,7,3,10,2,8,27.4,51,41.700001
Valencia,08jul2004,2004,7,8,4,16,5,11,26,37.400002,29.200001
Valencia,09jul2004,2004,7,9,5,17,8,9,23.1,55.900002,31.200001
Valencia,10jul2004,2004,7,10,6,9,3,6,23.9,63.299999,34
Valencia,11jul2004,2004,7,11,0,12,1,11,24,65.599998,21.1
Valencia,12jul2004,2004,7,12,1,12,1,11,23,60.200001,20.200001
Valencia,13jul2004,2004,7,13,2,14,1,13,22.299999,64.300003,29.299999
Valencia,14jul2004,2004,7,14,3,15,3,12,23.9,66.199997,27.299999
Valencia,15jul2004,2004,7,15,4,14,2,12,24.799999,62.299999,28.299999
Valencia,16jul2004,2004,7,16,5,13,1,12,23.9,63.900002,25.200001
Valencia,17jul2004,2004,7,17,6,7,1,6,25.799999,59.200001,21
Valencia,18jul2004,2004,7,18,0,15,5,10,24.700001,67.699997,22.4
Valencia,19jul2004,2004,7,19,1,16,4,12,25.9,71,30.120834
Valencia,20jul2004,2004,7,20,2,10,2,8,25.6,73.099998,29.954166
Valencia,21jul2004,2004,7,21,3,20,5,15,26.9,71,29.8375
Valencia,22jul2004,2004,7,22,4,18,5,13,26.9,71.5,34.299999
Valencia,23jul2004,2004,7,23,5,17,4,13,27.1,72.800003,38.700001
Valencia,24jul2004,2004,7,24,6,11,1,10,28.5,74,40
Valencia,25jul2004,2004,7,25,0,14,2,12,28.5,68.400002,33
Valencia,26jul2004,2004,7,26,1,16,2,14,27.1,59.400002,30
Valencia,27jul2004,2004,7,27,2,16,4,12,26.1,64.099998,30
Valencia,28jul2004,2004,7,28,3,11,2,9,26.200001,68.5,34.700001
Valencia,29jul2004,2004,7,29,4,21,4,17,27.200001,67.199997,27.4
Valencia,30jul2004,2004,7,30,5,19,4,15,26.6,66.300003,30.799999
Valencia,31jul2004,2004,7,31,6,15,4,11,27,64.300003,29
Valencia,01aug2004,2004,8,1,0,13,3,10,27.299999,66.800003,23.9
Valencia,02aug2004,2004,8,2,1,13,4,9,26.799999,62.200001,36.200001
Valencia,03aug2004,2004,8,3,2,22,4,18,31,41.599998,38.900002
Valencia,04aug2004,2004,8,4,3,15,4,11,28.799999,48.900002,34.299999
Valencia,05aug2004,2004,8,5,4,22,5,17,26.9,54.099998,25.1
Valencia,06aug2004,2004,8,6,5,12,3,9,26.799999,65.800003,25.6
Valencia,07aug2004,2004,8,7,6,11,2,9,26.799999,69.400002,22.4
Valencia,08aug2004,2004,8,8,0,13,0,13,26.9,70.199997,23.700001
Valencia,09aug2004,2004,8,9,1,10,2,8,29.799999,53.299999,33.400002
Valencia,10aug2004,2004,8,10,2,15,2,13,30.200001,41.5,39.700001
Valencia,11aug2004,2004,8,11,3,15,2,13,28.299999,40.900002,30.030769
Valencia,12aug2004,2004,8,12,4,16,3,13,30.9,37.900002,30.25
Valencia,13aug2004,2004,8,13,5,16,2,14,27.299999,51.400002,30.200001
Valencia,14aug2004,2004,8,14,6,19,5,14,26.799999,69,30.32
Valencia,15aug2004,2004,8,15,0,9,1,8,27.4,70.599998,31.033335
Valencia,16aug2004,2004,8,16,1,17,1,16,27.4,68.900002,30.387501
Valencia,17aug2004,2004,8,17,2,8,1,7,29,53.700001,29.171429
Valencia,18aug2004,2004,8,18,3,13,2,11,29,49.5,28.316668
Valencia,19aug2004,2004,8,19,4,13,1,12,30.4,46.400002,29.633333
Valencia,20aug2004,2004,8,20,5,16,4,12,28.4,40.5,30.483334
Valencia,21aug2004,2004,8,21,6,14,2,12,25,54.099998,32.100002
Valencia,22aug2004,2004,8,22,0,22,7,15,26.6,66.400002,34.200001
Valencia,23aug2004,2004,8,23,1,14,3,11,25.799999,70.5,34.466667
Valencia,24aug2004,2004,8,24,2,15,1,14,27.200001,75.199997,31.85
Valencia,25aug2004,2004,8,25,3,9,0,9,27.700001,73.400002,31.85
Valencia,26aug2004,2004,8,26,4,16,5,11,26.6,65.900002,31.85
Valencia,27aug2004,2004,8,27,5,12,2,10,26.9,68.800003,31.85
Valencia,28aug2004,2004,8,28,6,9,2,7,26.4,68.5,31.85
Valencia,29aug2004,2004,8,29,0,15,4,11,26.299999,73.199997,31.85
Valencia,30aug2004,2004,8,30,1,16,5,11,26.299999,71.300003,31.85
Valencia,31aug2004,2004,8,31,2,12,5,7,26.200001,71.800003,31.85
Valencia,01sep2004,2004,9,1,3,16,1,15,26.200001,73.099998,33
Valencia,02sep2004,2004,9,2,4,16,1,15,26,73.5,30.700001
Valencia,03sep2004,2004,9,3,5,14,3,11,23.799999,81.400002,31.85
Valencia,04sep2004,2004,9,4,6,13,2,11,24,82.300003,31.85
Valencia,05sep2004,2004,9,5,0,7,0,7,26.799999,79.099998,31.85
Valencia,06sep2004,2004,9,6,1,12,2,10,26.299999,81.099998,31.85
Valencia,07sep2004,2004,9,7,2,16,3,13,24.700001,82.099998,31.85
Valencia,08sep2004,2004,9,8,3,15,2,13,25.700001,79.800003,31.85
Valencia,09sep2004,2004,9,9,4,19,3,16,25.5,75.400002,31.85
Valencia,10sep2004,2004,9,10,5,15,1,14,25.5,75.5,31.85
Valencia,11sep2004,2004,9,11,6,14,1,13,25.1,77.800003,31.85
Valencia,12sep2004,2004,9,12,0,18,3,15,25.200001,76.300003,31.85
Valencia,13sep2004,2004,9,13,1,13,1,12,26.299999,78.099998,31.85
Valencia,14sep2004,2004,9,14,2,19,5,14,26.6,52.400002,31.85
Valencia,15sep2004,2004,9,15,3,10,1,9,22.6,63.299999,30.700001
Valencia,16sep2004,2004,9,16,4,14,0,14,21.9,58.799999,25.5
Valencia,17sep2004,2004,9,17,5,9,1,8,23.200001,66.599998,24.4
Valencia,18sep2004,2004,9,18,6,6,0,6,23.1,67.400002,27
Valencia,19sep2004,2004,9,19,0,9,1,8,23.1,72.099998,26.35
Valencia,20sep2004,2004,9,20,1,9,1,8,24.1,68.5,24.76
Valencia,21sep2004,2004,9,21,2,16,2,14,24.1,73.800003,24.766666
Valencia,22sep2004,2004,9,22,3,13,4,9,23.299999,73.099998,27.171429
Valencia,23sep2004,2004,9,23,4,15,1,14,23.9,76.599998,29.674999
Valencia,24sep2004,2004,9,24,5,10,2,8,24,63.400002,31.888889
Valencia,25sep2004,2004,9,25,6,11,1,10,21.5,51.900002,33.59
Valencia,26sep2004,2004,9,26,0,15,5,10,20.5,49.299999,35.063637
Valencia,27sep2004,2004,9,27,1,19,6,13,20.4,61.900002,35.063637
Valencia,28sep2004,2004,9,28,2,19,5,14,21.200001,66.400002,35.063637
Valencia,29sep2004,2004,9,29,3,17,3,14,21.4,70.300003,25.5
Valencia,30sep2004,2004,9,30,4,14,5,9,21.9,71,23.299999
Valencia,01oct2004,2004,10,1,5,19,5,14,22.1,72.099998,32.200001
Valencia,02oct2004,2004,10,2,6,13,2,11,22.200001,73.5,24.4
Valencia,03oct2004,2004,10,3,0,15,3,12,21.700001,69.199997,18.4
Valencia,04oct2004,2004,10,4,1,11,2,9,21.6,70.599998,24.799999
Valencia,05oct2004,2004,10,5,2,8,1,7,22.5,75.900002,41.599998
Valencia,06oct2004,2004,10,6,3,19,2,17,21.799999,78.199997,47.200001
Valencia,07oct2004,2004,10,7,4,16,3,13,23.700001,79.199997,49.599998
Valencia,08oct2004,2004,10,8,5,16,4,12,22.5,78.300003,48.900002
Valencia,09oct2004,2004,10,9,6,14,1,13,24.299999,52,49.799999
Valencia,10oct2004,2004,10,10,0,21,4,17,20.9,41.5,32.680954
Valencia,11oct2004,2004,10,11,1,13,1,12,21,37.599998,32.545456
Valencia,12oct2004,2004,10,12,2,21,1,20,20,53.099998,32.526085
Valencia,13oct2004,2004,10,13,3,10,1,9,18.200001,60,32.204346
Valencia,14oct2004,2004,10,14,4,18,2,16,19.6,48.599998,24.4
Valencia,15oct2004,2004,10,15,5,11,1,10,19.200001,39.400002,27.9
Valencia,16oct2004,2004,10,16,6,14,3,11,19.6,38.400002,34.200001
Valencia,17oct2004,2004,10,17,0,18,3,15,19.5,56.5,17.799999
Valencia,18oct2004,2004,10,18,1,16,4,12,18.700001,74,32.799999
Valencia,19oct2004,2004,10,19,2,22,4,18,22.799999,64.699997,29.5
Valencia,20oct2004,2004,10,20,3,23,2,21,25,54.400002,42.5
Valencia,21oct2004,2004,10,21,4,16,5,11,21.799999,66.800003,27.799999
Valencia,22oct2004,2004,10,22,5,14,1,13,21,72.300003,33.799999
Valencia,23oct2004,2004,10,23,6,17,3,14,20.6,75.199997,29.9
Valencia,24oct2004,2004,10,24,0,7,1,6,20.200001,76.199997,29.700001
Valencia,25oct2004,2004,10,25,1,12,3,9,20.299999,61.700001,32.099998
Valencia,26oct2004,2004,10,26,2,16,3,13,17.700001,48,18.1
Valencia,27oct2004,2004,10,27,3,14,0,14,15,66,25.700001
Valencia,28oct2004,2004,10,28,4,13,3,10,17.299999,60.200001,29.9
Valencia,29oct2004,2004,10,29,5,20,1,19,16.299999,52.400002,27.6
Valencia,30oct2004,2004,10,30,6,15,3,12,15.1,55.400002,14.2
Valencia,31oct2004,2004,10,31,0,15,4,11,14.5,61.599998,20.5
Valencia,01nov2004,2004,11,1,1,23,3,20,13.6,64.5,20.799999
Valencia,02nov2004,2004,11,2,2,18,1,17,14.4,65.199997,21.9
Valencia,03nov2004,2004,11,3,3,12,3,9,13.9,63.299999,31
Valencia,04nov2004,2004,11,4,4,17,1,16,15.4,74.400002,28.6
Valencia,05nov2004,2004,11,5,5,25,7,18,16.6,72.300003,19.4
Valencia,06nov2004,2004,11,6,6,13,3,10,17.5,70.099998,26.9
Valencia,07nov2004,2004,11,7,0,16,7,9,14.4,73.800003,26.299999
Valencia,08nov2004,2004,11,8,1,22,6,16,12.8,69.599998,28.799999
Valencia,09nov2004,2004,11,9,2,9,2,7,14.8,55.799999,36
Valencia,10nov2004,2004,11,10,3,18,4,14,15.7,44.400002,43.5
Valencia,11nov2004,2004,11,11,4,15,2,13,11.2,49.400002,32.400002
Valencia,12nov2004,2004,11,12,5,13,3,10,11.5,53.799999,23.6
Valencia,13nov2004,2004,11,13,6,26,6,20,15.2,39.099998,18.700001
Valencia,14nov2004,2004,11,14,0,16,3,13,13.1,45.700001,20.4
Valencia,15nov2004,2004,11,15,1,19,2,17,9.6999998,42.200001,29.4
Valencia,16nov2004,2004,11,16,2,24,4,20,9.3999996,44.5,39.200001
Valencia,17nov2004,2004,11,17,3,11,2,9,9.5,68.199997,33.200001
Valencia,18nov2004,2004,11,18,4,17,5,12,10.3,72.199997,38.400002
Valencia,19nov2004,2004,11,19,5,21,6,15,11.7,62.099998,44.700001
Valencia,20nov2004,2004,11,20,6,19,1,18,13.8,69.699997,26.200001
Valencia,21nov2004,2004,11,21,0,15,2,13,12.3,79,23.4
Valencia,22nov2004,2004,11,22,1,21,2,19,14.6,71.599998,37.299999
Valencia,23nov2004,2004,11,23,2,22,2,20,12.3,77,38.900002
Valencia,24nov2004,2004,11,24,3,18,2,16,11.9,77.400002,39.700001
Valencia,25nov2004,2004,11,25,4,21,1,20,13.6,79.5,37.5
Valencia,26nov2004,2004,11,26,5,15,5,10,14,76,47.200001
Valencia,27nov2004,2004,11,27,6,14,3,11,12.4,79.400002,39
Valencia,28nov2004,2004,11,28,0,28,8,20,12.6,76,33
Valencia,29nov2004,2004,11,29,1,15,3,12,10.9,79.599998,30.299999
Valencia,30nov2004,2004,11,30,2,16,0,16,9.1000004,58.799999,22.200001
Valencia,01dec2004,2004,12,1,3,19,4,15,10.8,85.900002,18.9
Valencia,02dec2004,2004,12,2,4,20,2,18,11.5,63.799999,24
Valencia,03dec2004,2004,12,3,5,16,3,13,9.1000004,80.300003,28.700001
Valencia,04dec2004,2004,12,4,6,25,7,18,11.4,77.800003,16.5
Valencia,05dec2004,2004,12,5,0,21,2,19,11.1,85.099998,15.8
